modality,tool,cell_label,cell_id,is_mapped,level_1_cell_id,level_1_cell_label,level_2_cell_id,level_2_cell_label
sc_transcriptomics,deepcelltypes,blood vessel endothelial cell,http://purl.obolibrary.org/obo/CL_0000071,true,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,,
sc_proteomics,vccf,squamous epithelial cell,http://purl.obolibrary.org/obo/CL_0000076,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
sc_transcriptomics,pan-human-azimuth,squamous epithelial cell,http://purl.obolibrary.org/obo/CL_0000076,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
sc_transcriptomics,popv,squamous epithelial cell,http://purl.obolibrary.org/obo/CL_0000076,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
sc_transcriptomics,azimuth,mesothelial cell,http://purl.obolibrary.org/obo/CL_0000077,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
sc_transcriptomics,popv,mesothelial cell,http://purl.obolibrary.org/obo/CL_0000077,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
sc_transcriptomics,celltypist,mesothelial cell,http://purl.obolibrary.org/obo/CL_0000077,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
sc_transcriptomics,pan-human-azimuth,mesothelial cell,http://purl.obolibrary.org/obo/CL_0000077,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
sc_transcriptomics,frmatch,mesothelial cell,http://purl.obolibrary.org/obo/CL_0000077,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
sc_transcriptomics,pan-human-azimuth,epithelial cell of lung,http://purl.obolibrary.org/obo/CL_0000082,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
sc_transcriptomics,pan-human-azimuth,epithelial cell of pancreas,http://purl.obolibrary.org/obo/CL_0000083,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
sc_transcriptomics,azimuth,T cell,http://purl.obolibrary.org/obo/CL_0000084,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
